,precision,recall,f1-score,support
0,0.8158,0.7029,0.7551,30000.0
1,0.9989,0.9993,0.9991,30000.0
2,0.993,0.991,0.992,30000.0
3,0.9973,0.99,0.9937,30000.0
4,0.9516,0.7047,0.8098,30000.0
5,0.8649,0.7367,0.7957,16457.0
6,0.1004,0.813,0.1788,2064.0
accuracy,0.863,0.863,0.863,0.863
macro avg,0.8174,0.8482,0.7892,168521.0
weighted avg,0.9325,0.863,0.8898,168521.0
