,precision,recall,f1-score,support
0,0.8395,0.6349,0.723,30000.0
1,0.9899,0.9994,0.9946,30000.0
2,0.993,0.9862,0.9896,30000.0
3,0.9969,0.9908,0.9938,30000.0
4,0.9013,0.7408,0.8132,30000.0
5,0.9496,0.6339,0.7603,16457.0
6,0.0924,0.9089,0.1678,2064.0
accuracy,0.8478,0.8478,0.8478,0.8478
macro avg,0.8232,0.8421,0.7775,168521.0
weighted avg,0.9342,0.8478,0.8799,168521.0
