,precision,recall,f1-score,support
0,0.8198,0.6648,0.7342,30000.0
1,0.9976,0.9993,0.9984,30000.0
2,0.9957,0.9862,0.9909,30000.0
3,0.9978,0.987,0.9924,30000.0
4,0.9141,0.7155,0.8027,30000.0
5,0.9328,0.6039,0.7332,16457.0
6,0.0916,0.9142,0.1664,2064.0
accuracy,0.8451,0.8451,0.8451,0.8451
macro avg,0.8213,0.8387,0.774,168521.0
weighted avg,0.9333,0.8451,0.878,168521.0
