,precision,recall,f1-score,support
0,0.8845,0.8202,0.8511,30000.0
1,0.9992,0.9993,0.9993,30000.0
2,0.9954,0.9978,0.9966,30000.0
3,0.9996,0.9916,0.9955,30000.0
4,0.9572,0.7844,0.8622,30000.0
5,0.89,0.7924,0.8384,16457.0
6,0.143,0.8062,0.243,2064.0
accuracy,0.9049,0.9049,0.9049,0.9049
macro avg,0.8384,0.8846,0.8266,168521.0
weighted avg,0.9496,0.9049,0.9224,168521.0
