,precision,recall,f1-score,support
0,0.772,0.6516,0.7067,30000.0
1,0.9969,0.9994,0.9982,30000.0
2,0.997,0.9922,0.9946,30000.0
3,0.9977,0.9895,0.9936,30000.0
4,0.9289,0.656,0.769,30000.0
5,0.9413,0.6309,0.7555,16457.0
6,0.089,0.9186,0.1623,2064.0
accuracy,0.8364,0.8364,0.8364,0.8364
macro avg,0.8175,0.834,0.7685,168521.0
weighted avg,0.9284,0.8364,0.8701,168521.0
