,precision,recall,f1-score,support
0,0.8819,0.7817,0.8288,30000.0
1,0.9991,0.9994,0.9993,30000.0
2,0.9989,0.9962,0.9975,30000.0
3,0.9999,0.9908,0.9954,30000.0
4,0.975,0.7677,0.859,30000.0
5,0.935,0.7271,0.818,16457.0
6,0.1147,0.8813,0.203,2064.0
accuracy,0.8893,0.8893,0.8893,0.8893
macro avg,0.8435,0.8777,0.8144,168521.0
weighted avg,0.957,0.8893,0.9155,168521.0
