,precision,recall,f1-score,support
0,0.9936,0.9897,0.9917,30000.0
1,0.9949,0.9987,0.9968,30000.0
2,0.9979,0.9984,0.9982,30000.0
3,0.9986,0.9897,0.9941,28907.0
4,0.9984,0.9967,0.9975,18819.0
5,0.6427,0.9337,0.7613,603.0
accuracy,0.9943,0.9943,0.9943,0.9943
macro avg,0.9377,0.9845,0.9566,138329.0
weighted avg,0.995,0.9943,0.9945,138329.0
