,precision,recall,f1-score,support
0,0.9929,0.994,0.9935,30000.0
1,0.998,0.9972,0.9976,30000.0
2,0.9977,0.9991,0.9984,30000.0
3,0.9993,0.9897,0.9945,28907.0
4,0.998,0.9985,0.9982,18819.0
5,0.6874,0.9337,0.7918,603.0
accuracy,0.9953,0.9953,0.9953,0.9953
macro avg,0.9456,0.9854,0.9623,138329.0
weighted avg,0.9957,0.9953,0.9954,138329.0
