,precision,recall,f1-score,support
0,0.9978,0.9909,0.9943,30000.0
1,0.9964,0.9988,0.9976,30000.0
2,0.998,0.9989,0.9985,30000.0
3,0.9973,0.9937,0.9955,28907.0
4,0.9983,0.9969,0.9976,18819.0
5,0.673,0.9386,0.7839,603.0
accuracy,0.9955,0.9955,0.9955,0.9955
macro avg,0.9435,0.9863,0.9612,138329.0
weighted avg,0.9961,0.9955,0.9957,138329.0
