,precision,recall,f1-score,support
0,0.9968,0.9937,0.9952,30000.0
1,0.9978,0.9979,0.9979,30000.0
2,0.9983,0.9989,0.9986,30000.0
3,0.9979,0.9937,0.9958,28907.0
4,0.9984,0.9988,0.9986,18819.0
5,0.7177,0.9403,0.8141,603.0
accuracy,0.9962,0.9962,0.9962,0.9962
macro avg,0.9512,0.9872,0.9667,138329.0
weighted avg,0.9966,0.9962,0.9963,138329.0
