,precision,recall,f1-score,support
0,0.997,0.9786,0.9878,30000.0
1,0.9963,0.9985,0.9974,30000.0
2,0.998,0.9988,0.9984,30000.0
3,0.9974,0.993,0.9952,28907.0
4,0.9982,0.9969,0.9976,18819.0
5,0.4691,0.9453,0.6271,603.0
accuracy,0.9927,0.9927,0.9927,0.9927
macro avg,0.9093,0.9852,0.9339,138329.0
weighted avg,0.995,0.9927,0.9935,138329.0
