,precision,recall,f1-score,support
0,0.9975,0.9934,0.9954,30000.0
1,0.9977,0.9984,0.9981,30000.0
2,0.9984,0.9989,0.9987,30000.0
3,0.9976,0.9939,0.9958,28907.0
4,0.9983,0.9985,0.9984,18819.0
5,0.7107,0.937,0.8083,603.0
accuracy,0.9962,0.9962,0.9962,0.9962
macro avg,0.95,0.9867,0.9658,138329.0
weighted avg,0.9966,0.9962,0.9964,138329.0
