,precision,recall,f1-score,support
0,0.9934,0.9784,0.9858,30000.0
1,0.9952,0.9986,0.9969,30000.0
2,0.9981,0.9984,0.9983,30000.0
3,0.9988,0.9896,0.9942,28907.0
4,0.9982,0.9964,0.9973,18819.0
5,0.4594,0.9469,0.6186,603.0
accuracy,0.9918,0.9918,0.9918,0.9918
macro avg,0.9072,0.9847,0.9319,138329.0
weighted avg,0.9943,0.9918,0.9926,138329.0
