,precision,recall,f1-score,support
0,0.9936,0.993,0.9933,30000.0
1,0.9966,0.9983,0.9975,30000.0
2,0.9982,0.9988,0.9985,30000.0
3,0.999,0.9898,0.9944,28907.0
4,0.9983,0.9969,0.9976,18819.0
5,0.6667,0.9386,0.7796,603.0
accuracy,0.995,0.995,0.995,0.995
macro avg,0.9421,0.9859,0.9601,138329.0
weighted avg,0.9956,0.995,0.9952,138329.0
