,precision,recall,f1-score,support
0,0.9955,0.9836,0.9895,30000.0
1,0.9985,0.9984,0.9984,30000.0
2,0.9984,0.9989,0.9987,30000.0
3,0.9985,0.9923,0.9953,28907.0
4,0.9984,0.9989,0.9986,18819.0
5,0.5085,0.9436,0.6609,603.0
accuracy,0.9938,0.9938,0.9938,0.9938
macro avg,0.9163,0.9859,0.9402,138329.0
weighted avg,0.9957,0.9938,0.9945,138329.0
