,precision,recall,f1-score,support
0,0.9922,0.9841,0.9881,30000.0
1,0.9942,0.9977,0.996,30000.0
2,0.9971,0.9951,0.9961,30000.0
3,0.9985,0.9896,0.9941,28907.0
4,0.9985,0.9957,0.9971,18819.0
5,0.5108,0.9403,0.662,603.0
accuracy,0.992,0.992,0.992,0.992
macro avg,0.9152,0.9838,0.9389,138329.0
weighted avg,0.9938,0.992,0.9926,138329.0
