,precision,recall,f1-score,support
0,0.9974,0.9935,0.9955,30000.0
1,0.9982,0.9984,0.9983,30000.0
2,0.9984,0.9989,0.9987,30000.0
3,0.9974,0.9938,0.9956,28907.0
4,0.9984,0.9986,0.9985,18819.0
5,0.7093,0.9386,0.808,603.0
accuracy,0.9963,0.9963,0.9963,0.9963
macro avg,0.9498,0.987,0.9657,138329.0
weighted avg,0.9967,0.9963,0.9964,138329.0
