,precision,recall,f1-score,support
0,0.9584,0.975,0.9666,30000.0
1,0.9923,0.994,0.9931,30000.0
2,0.9913,0.9971,0.9942,30000.0
3,0.9981,0.9533,0.9752,28907.0
4,0.9981,0.9957,0.9969,18819.0
5,0.4313,0.859,0.5743,603.0
accuracy,0.9817,0.9817,0.9817,0.9817
macro avg,0.8949,0.9623,0.9167,138329.0
weighted avg,0.9843,0.9817,0.9826,138329.0
