,precision,recall,f1-score,support
0,0.9609,0.9395,0.9501,30000.0
1,0.9924,0.9952,0.9938,30000.0
2,0.9923,0.9977,0.995,30000.0
3,0.9977,0.9533,0.975,28907.0
4,0.9981,0.9957,0.9969,18819.0
5,0.2349,0.9171,0.374,603.0
accuracy,0.9746,0.9746,0.9746,0.9746
macro avg,0.8627,0.9664,0.8808,138329.0
weighted avg,0.9841,0.9746,0.9784,138329.0
