,precision,recall,f1-score,support
0,0.9917,0.9792,0.9854,30000.0
1,0.9937,0.9959,0.9948,30000.0
2,0.995,0.9972,0.9961,30000.0
3,0.9977,0.9889,0.9933,28907.0
4,0.9981,0.9957,0.9969,18819.0
5,0.4887,0.932,0.6412,603.0
accuracy,0.9908,0.9908,0.9908,0.9908
macro avg,0.9108,0.9815,0.9346,138329.0
weighted avg,0.9928,0.9908,0.9915,138329.0
