,precision,recall,f1-score,support
0,0.9919,0.9686,0.9801,30000.0
1,0.9931,0.9968,0.9949,30000.0
2,0.9953,0.9972,0.9963,30000.0
3,0.9979,0.9887,0.9933,28907.0
4,0.9985,0.9957,0.9971,18819.0
5,0.3874,0.9386,0.5484,603.0
accuracy,0.9887,0.9887,0.9887,0.9887
macro avg,0.894,0.9809,0.9184,138329.0
weighted avg,0.9924,0.9887,0.99,138329.0
