,precision,recall,f1-score,support
0,0.9575,0.9638,0.9606,30000.0
1,0.9893,0.9953,0.9923,30000.0
2,0.9913,0.9966,0.9939,30000.0
3,0.998,0.9533,0.9751,28907.0
4,0.9985,0.9957,0.9971,18819.0
5,0.3874,0.9071,0.5429,603.0
accuracy,0.9796,0.9796,0.9796,0.9796
macro avg,0.887,0.9686,0.9103,138329.0
weighted avg,0.9833,0.9796,0.9809,138329.0
